zone_idx,ring_idx,sector_idx,concentric_idx,point_count,pc_mean_x,pc_mean_y,pc_mean_z,singular_value_1,singular_value_2,singular_value_3,normal_x,normal_y,normal_z,d,linearity,planarity,sphericity,anisotropy,surface_variation,omnivariance,eigenentropy,uprightness,tilt_angle,pitch,roll,principal_direction_azimuth,ground_elevation,ground_flatness,line_variable,normal_consistency,multiscale_curvature,radial_height_diff,radial_laplacian,symmetric_diff_ratio,z_trim_mean,radial_trimmed_height_diff,radial_trimmed_gradient,parallel_gap_valid,parallel_plane_gap_mu,parallel_plane_gap_median,shared_normal_x,shared_normal_y,shared_normal_z,shared_normal_angle_to_current,shared_normal_angle_to_inner,ransac_gap_pretrim_valid,ransac_gap_pretrim_mu,ransac_gap_pretrim_median,ransac_shared_normal_pretrim_x,ransac_shared_normal_pretrim_y,ransac_shared_normal_pretrim_z,ransac_shared_angle_to_current_pretrim,ransac_shared_angle_to_inner_pretrim,ransac_inlier_ratio_A_pretrim,ransac_inlier_ratio_B_pretrim,ransac_gap_raw_valid,ransac_gap_raw_mu,ransac_gap_raw_median,ransac_shared_normal_raw_x,ransac_shared_normal_raw_y,ransac_shared_normal_raw_z,ransac_shared_angle_to_current_raw,ransac_shared_angle_to_inner_raw,ransac_inlier_ratio_A_raw,ransac_inlier_ratio_B_raw
0,2,5,2,1154,-0.503927,1.1656,-0.847239,nan,nan,nan,0,0,1,0.847239,0,0,0,0,0,0,0,1,0,-0,0,0,-0.847239,nan,nan,0.296784,0.0102282,-2.34476,7.72299,1,1.00503,1.0117,2.41415,1,0.023288,0.032284,0.990279,0.0832783,0.111412,0.0478312,0.717181,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
0,3,3,3,257,0.11595,2.38661,-1.50833,nan,nan,nan,0,0,1,1.50833,0,0,0,0,0,0,0,1,0,-0,0,0,-1.50833,nan,nan,0.201243,0.0449542,-1.57744,nan,nan,1.48106,2.08722,3.49217,1,0.337749,0.314215,-0.765744,-0.63956,0.0678152,0.0344852,1.07892,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
1,1,2,5,186,1.93476,2.8146,-1.75879,0.162535,0.0258503,0.00144165,-0.0151741,-0.135982,0.990595,2.15434,0.840956,0.150174,0.00886973,0.99113,0.00759451,0.0182288,0.441477,0.990595,0.137257,0.015317,-0.13642,-0.705343,-1.75879,0.00144165,6.28757,0.0835178,0.0445733,-4.37604,10.4622,1,-0.415716,-1.3906,-2.156,1,0.546039,0.556459,-0.841361,-0.539767,0.0276271,0.0922332,2.68814,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
1,1,3,5,108,0.469634,3.40294,-1.82975,0.0677108,0.0354014,0.000442443,-0.0896061,0.00825278,0.995943,1.83633,0.477167,0.516299,0.0065343,0.993466,0.00427255,0.0101979,0.668043,0.995943,0.0901061,0.0897295,0.0082862,-0.139247,-1.82975,0.000442443,1.91266,0.0434114,0.0384344,-4.53841,8.63573,1,0.720248,-1.23698,-2.00614,1,0.570633,0.611103,0.329114,0.944138,0.0169645,2.92724,0.175187,1,0.0636709,0.102233,-0.156774,0.273971,0.948874,0.230811,0.125761,0.510101,0.571429,1,0.0585022,0.0923435,-0.132705,0.246359,0.96005,0.19922,0.133874,0.454545,0.555556
1,1,4,5,307,-0.386029,3.41663,-1.89551,0.04342,0.0325235,0.000739183,-0.0781331,-0.0184523,0.996772,1.92228,0.250955,0.732021,0.017024,0.982976,0.0096395,0.0101441,0.730575,0.996772,0.080368,0.0782261,-0.0185099,0.0987612,-1.89551,0.000739183,1.33503,0.0325144,0.0557046,-3.82461,8.54495,1,0.941997,-0.592747,-0.98052,1,0.625675,0.622476,-0.242259,0.969454,0.0383349,0.0475637,0.0176933,0,nan,nan,0,0,1,nan,nan,0,0,1,0.0423477,0.430287,-0.101914,0.208685,0.972658,0.221129,0.20585,0.306291,0.29316
1,2,2,6,200,1.9894,3.62683,-1.70275,0.0665708,0.0334052,0.00221208,-0.049253,-0.0095748,0.99874,1.83331,0.498201,0.46857,0.033229,0.966771,0.0216471,0.0170072,0.727658,0.99874,0.050195,0.0492752,-0.00958658,-0.645419,-1.70275,0.00221208,1.99283,0.0252593,0.0314977,-1.31377,4.93751,1,-0.275486,0.14023,0.190893,1,0.214713,0.190014,0.955602,0.294585,0.00668294,0.203165,2.95531,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
1,2,3,6,1139,0.635505,4.02482,-1.81302,0.15335,0.0362297,0.000430779,-0.0937409,-0.0354245,0.994966,2.00604,0.763745,0.233445,0.00280912,0.997191,0.00226713,0.0133763,0.502785,0.994966,0.100379,0.0939378,-0.0355887,-0.25508,-1.81302,0.000430779,4.23272,0.052273,0.092327,-3.34836,15.735,1,0.837707,0.117459,0.127,1,0.920478,0.908081,-0.108593,-0.99408,0.00354933,0.00274047,0.0145301,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
1,2,4,6,1033,-0.350429,4.05258,-1.88472,0.0471608,0.0339985,0.00109762,-0.113193,-0.0817987,0.9902,2.15808,0.279093,0.697633,0.023274,0.976726,0.0133438,0.0120734,0.741721,0.9902,0.140113,0.113819,-0.0824211,0.163238,-1.88472,0.00109762,1.38714,0.0836888,0.0669579,-3.02478,12.5272,1,0.941768,-0.000229299,-0.00018666,1,0.542982,0.573271,0.478354,-0.8781,0.0108925,0.0342214,2.92681,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
1,3,2,7,189,2.06762,4.16794,-1.68885,0.0304941,0.0267607,0.00221066,-0.110256,-0.0892975,0.989884,2.27192,0.12243,0.805075,0.0724948,0.927505,0.0371756,0.0121734,0.824192,0.989884,0.142363,0.110926,-0.0899666,1.83625,-1.68885,0.00221066,1.13951,0.113283,0.0310675,-1.83666,nan,nan,-0.0680925,0.207394,0.269723,1,0.0274141,0.0300508,0.992188,0.101367,0.0727222,0.00697407,0.00727524,0,nan,nan,0,0,1,nan,nan,0,0,0,nan,nan,0,0,1,nan,nan,0,0
